coin,horizon,seed,sharpe_har,sharpe_lstm,sharpe_bh,delta_sharpe_lstm_vs_har,lw_se,t_stat,mse_har,mse_lstm,mse_reduction_pct,loss_fn,n_obs,lstm_preds,har_preds,dm_stat,dm_pvalue,mean_loss_diff,dm_verdict
SOL-USD,5,0,-1.4128226958686734,-1.386264841938322,-0.9524065091064471,0.026557853930351483,0.0021131032044772635,12.568176449725902,0.30769247950042655,0.36398718327523033,18.295768510886123,mse,575,575,575,2.6004985210611418,0.009548646887306278,0.056294703774803785,BEATEN BY baseline
SOL-USD,5,1,-1.4128226958686734,-1.4007744159245037,-0.9524065091064471,0.012048279944169682,0.0019737189399076133,6.104354424816759,0.30769247950042655,0.36003891768040613,17.0125829090688,mse,575,575,575,2.759585902837826,0.005972236943586617,0.05234643817997961,BEATEN BY baseline
SOL-USD,5,7,-1.4128226958686734,-1.3985948006192472,-0.9524065091064471,0.014227895249426137,0.002416365642112915,5.888138368407275,0.30769247950042655,0.37261818195031143,21.100841514000955,mse,575,575,575,2.5124650149817147,0.012262176642087397,0.0649257024498849,BEATEN BY baseline
SOL-USD,5,42,-1.4128226958686734,-1.4383408477600255,-0.9524065091064471,-0.025518151891352092,0.0021092729065740026,-12.098079775177164,0.30769247950042655,0.3573197045438068,16.128839133135667,mse,575,575,575,2.6004855778513027,0.009549002814815077,0.04962722504338029,BEATEN BY baseline
SOL-USD,10,0,-1.8650978425265523,-1.8499646700643773,-1.1325866438482577,0.015133172462175049,0.004310942039829821,3.510409632594468,0.26551130219637215,0.329464662881849,24.086869431334772,mse,550,550,550,2.371127121464714,0.01807812358169092,0.0639533606854768,BEATEN BY baseline
SOL-USD,10,1,-1.8650978425265523,-1.8595523983420748,-1.1325866438482577,0.005545444184477555,0.003517883386643405,1.576358160572443,0.26551130219637215,0.3048128992708869,14.802231298405252,mse,550,550,550,1.8592784457422997,0.06352245806760437,0.03930159707451474,INCONCLUSIVE
SOL-USD,10,7,-1.8650978425265523,-1.8260956802548316,-1.1325866438482577,0.03900216227172071,0.003429169800016907,11.37364567701734,0.26551130219637215,0.3079422966495522,15.980861869977229,mse,550,550,550,2.1219438730369617,0.034289659608944145,0.04243099445317998,BEATEN BY baseline
SOL-USD,10,42,-1.8650978425265523,-1.795533893392659,-1.1325866438482577,0.0695639491338933,0.003310978142925681,21.010090109632824,0.26551130219637215,0.32096520224591063,20.885702262318304,mse,550,550,550,2.2368116169925463,0.02569934817280406,0.0554539000495385,BEATEN BY baseline
LTC-USD,1,0,-1.296433175125913,-1.3973100589059757,-0.8887282506429937,-0.10087688378006265,0.003856261844035427,-26.15924121856283,0.6068289620222913,0.702733654650353,15.804237870989866,mse,595,595,595,2.774761922150831,0.005698032762818439,0.09590469262806174,BEATEN BY baseline
LTC-USD,1,1,-1.296433175125913,-1.3694884988962908,-0.8887282506429937,-0.07305532377037771,0.004509927082934953,-16.198781582702452,0.6068289620222913,0.6764894920452619,11.47943397276606,mse,595,595,595,2.2425106047320305,0.02529647503433674,0.06966053002297058,BEATEN BY baseline
LTC-USD,1,7,-1.296433175125913,-1.351363926309517,-0.8887282506429937,-0.05493075118360391,0.004047008609265277,-13.573173790103807,0.6068289620222913,0.699613030001311,15.28998676493812,mse,595,595,595,3.2114810061858,0.0013918937631292039,0.09278406797901965,BEATEN BY baseline
LTC-USD,1,42,-1.296433175125913,-1.37406953591004,-0.8887282506429937,-0.07763636078412706,0.004753724731339285,-16.331690447346173,0.6068289620222913,0.6972367778057647,14.898401599387126,mse,595,595,595,2.6057883163799467,0.009396120957805731,0.09040781578347337,BEATEN BY baseline
LTC-USD,5,0,-1.4839396885447849,-1.5186734632241103,-0.8319949211849158,-0.03473377467932548,0.0033595641323791833,-10.338774111964232,0.33728979324075603,0.40050323231552365,18.74158078351518,mse,575,575,575,2.562794218619887,0.010637205533146066,0.06321343907476762,BEATEN BY baseline
LTC-USD,5,1,-1.4839396885447849,-1.590585682449592,-0.8319949211849158,-0.10664599390480722,0.004878025025511245,-21.862535216007856,0.33728979324075603,0.39804213852971027,18.011913347638558,mse,575,575,575,1.9387039521946308,0.05302722842519603,0.06075234528895422,INCONCLUSIVE
LTC-USD,5,7,-1.4839396885447849,-1.5718691152723818,-0.8319949211849158,-0.08792942672759696,0.004924542014811956,-17.8553511094279,0.33728979324075603,0.37393092021362945,10.863396315914944,mse,575,575,575,1.2563282974181709,0.20950803131455298,0.03664112697287339,INCONCLUSIVE
