family,instance_id,node_id,candidate,domain_size,domain_ratio,degree,degree_ratio,weighted_degree,activity,dom_wdeg,progress,neighbor_domain_min,neighbor_domain_mean,neighbor_domain_max,label
coloring,coloring-06,coloring-06:5,v1,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.18181818181818182,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:5,v2,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.18181818181818182,1.0,1.0,1.0,0
coloring,coloring-06,coloring-06:5,v3,2.0,0.6666666666666666,2.0,0.09523809523809523,2.0,1.0,1.0,0.18181818181818182,1.0,1.5,2.0,0
coloring,coloring-06,coloring-06:5,v4,1.0,0.3333333333333333,3.0,0.14285714285714285,3.0,2.0,0.3333333333333333,0.18181818181818182,1.0,1.3333333333333333,2.0,0
coloring,coloring-06,coloring-06:5,v5,1.0,0.3333333333333333,3.0,0.14285714285714285,3.0,2.0,0.3333333333333333,0.18181818181818182,1.0,1.3333333333333333,2.0,0
coloring,coloring-06,coloring-06:5,v6,1.0,0.3333333333333333,2.0,0.09523809523809523,2.0,2.0,0.5,0.18181818181818182,1.0,1.0,1.0,0
coloring,coloring-06,coloring-06:5,v7,1.0,0.3333333333333333,4.0,0.19047619047619047,4.0,2.0,0.25,0.18181818181818182,1.0,1.5,2.0,0
coloring,coloring-06,coloring-06:5,v9,3.0,1.0,2.0,0.09523809523809523,2.0,0.0,1.5,0.18181818181818182,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:5,v10,2.0,0.6666666666666666,4.0,0.19047619047619047,4.0,1.0,0.5,0.18181818181818182,1.0,2.0,3.0,0
coloring,coloring-06,coloring-06:5,v11,2.0,0.6666666666666666,2.0,0.09523809523809523,2.0,1.0,1.0,0.18181818181818182,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:5,v12,1.0,0.3333333333333333,4.0,0.19047619047619047,4.0,2.0,0.25,0.18181818181818182,1.0,1.5,2.0,1
coloring,coloring-06,coloring-06:5,v13,1.0,0.3333333333333333,2.0,0.09523809523809523,2.0,2.0,0.5,0.18181818181818182,1.0,1.0,1.0,0
coloring,coloring-06,coloring-06:5,v14,1.0,0.3333333333333333,3.0,0.14285714285714285,3.0,2.0,0.3333333333333333,0.18181818181818182,1.0,1.0,1.0,0
coloring,coloring-06,coloring-06:5,v15,2.0,0.6666666666666666,3.0,0.14285714285714285,3.0,1.0,0.6666666666666666,0.18181818181818182,1.0,2.0,3.0,0
coloring,coloring-06,coloring-06:5,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.18181818181818182,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:5,v20,1.0,0.3333333333333333,1.0,0.047619047619047616,1.0,2.0,1.0,0.18181818181818182,1.0,1.0,1.0,0
coloring,coloring-06,coloring-06:5,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.18181818181818182,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:6,v0,2.0,0.6666666666666666,3.0,0.14285714285714285,3.0,1.0,0.6666666666666666,0.22727272727272727,1.0,1.3333333333333333,2.0,0
coloring,coloring-06,coloring-06:6,v1,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.22727272727272727,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:6,v2,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.22727272727272727,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:6,v3,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.22727272727272727,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:6,v4,1.0,0.3333333333333333,2.0,0.09523809523809523,2.0,2.0,0.5,0.22727272727272727,1.0,1.5,2.0,0
coloring,coloring-06,coloring-06:6,v5,1.0,0.3333333333333333,2.0,0.09523809523809523,2.0,2.0,0.5,0.22727272727272727,1.0,1.5,2.0,0
coloring,coloring-06,coloring-06:6,v6,1.0,0.3333333333333333,2.0,0.09523809523809523,2.0,2.0,0.5,0.22727272727272727,1.0,1.0,1.0,0
coloring,coloring-06,coloring-06:6,v7,1.0,0.3333333333333333,4.0,0.19047619047619047,4.0,2.0,0.25,0.22727272727272727,1.0,1.5,2.0,1
coloring,coloring-06,coloring-06:6,v9,3.0,1.0,2.0,0.09523809523809523,2.0,0.0,1.5,0.22727272727272727,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:6,v10,2.0,0.6666666666666666,4.0,0.19047619047619047,4.0,1.0,0.5,0.22727272727272727,1.0,2.0,3.0,0
coloring,coloring-06,coloring-06:6,v11,2.0,0.6666666666666666,2.0,0.09523809523809523,2.0,1.0,1.0,0.22727272727272727,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:6,v13,1.0,0.3333333333333333,2.0,0.09523809523809523,2.0,2.0,0.5,0.22727272727272727,1.0,1.0,1.0,0
coloring,coloring-06,coloring-06:6,v14,1.0,0.3333333333333333,3.0,0.14285714285714285,3.0,2.0,0.3333333333333333,0.22727272727272727,1.0,1.0,1.0,0
coloring,coloring-06,coloring-06:6,v15,2.0,0.6666666666666666,3.0,0.14285714285714285,3.0,1.0,0.6666666666666666,0.22727272727272727,1.0,2.0,3.0,0
coloring,coloring-06,coloring-06:6,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.22727272727272727,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:6,v20,1.0,0.3333333333333333,1.0,0.047619047619047616,1.0,2.0,1.0,0.22727272727272727,1.0,1.0,1.0,0
coloring,coloring-06,coloring-06:6,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.22727272727272727,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:7,v0,2.0,0.6666666666666666,3.0,0.14285714285714285,3.0,1.0,0.6666666666666666,0.2727272727272727,1.0,1.3333333333333333,2.0,0
coloring,coloring-06,coloring-06:7,v1,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.2727272727272727,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:7,v2,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.2727272727272727,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:7,v3,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.2727272727272727,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:7,v4,1.0,0.3333333333333333,2.0,0.09523809523809523,2.0,2.0,0.5,0.2727272727272727,1.0,1.5,2.0,0
coloring,coloring-06,coloring-06:7,v5,1.0,0.3333333333333333,2.0,0.09523809523809523,2.0,2.0,0.5,0.2727272727272727,1.0,1.5,2.0,0
coloring,coloring-06,coloring-06:7,v6,1.0,0.3333333333333333,1.0,0.047619047619047616,1.0,2.0,1.0,0.2727272727272727,1.0,1.0,1.0,0
coloring,coloring-06,coloring-06:7,v9,3.0,1.0,2.0,0.09523809523809523,2.0,0.0,1.5,0.2727272727272727,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:7,v10,2.0,0.6666666666666666,3.0,0.14285714285714285,3.0,1.0,0.6666666666666666,0.2727272727272727,2.0,2.3333333333333335,3.0,0
coloring,coloring-06,coloring-06:7,v11,2.0,0.6666666666666666,2.0,0.09523809523809523,2.0,1.0,1.0,0.2727272727272727,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:7,v13,1.0,0.3333333333333333,1.0,0.047619047619047616,1.0,2.0,1.0,0.2727272727272727,1.0,1.0,1.0,0
coloring,coloring-06,coloring-06:7,v14,1.0,0.3333333333333333,3.0,0.14285714285714285,3.0,2.0,0.3333333333333333,0.2727272727272727,1.0,1.0,1.0,1
coloring,coloring-06,coloring-06:7,v15,2.0,0.6666666666666666,2.0,0.09523809523809523,2.0,1.0,1.0,0.2727272727272727,2.0,2.5,3.0,0
coloring,coloring-06,coloring-06:7,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.2727272727272727,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:7,v20,1.0,0.3333333333333333,1.0,0.047619047619047616,1.0,2.0,1.0,0.2727272727272727,1.0,1.0,1.0,0
coloring,coloring-06,coloring-06:7,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.2727272727272727,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:8,v0,2.0,0.6666666666666666,3.0,0.14285714285714285,3.0,1.0,0.6666666666666666,0.3181818181818182,1.0,1.3333333333333333,2.0,0
coloring,coloring-06,coloring-06:8,v1,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.3181818181818182,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:8,v2,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.3181818181818182,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:8,v3,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.3181818181818182,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:8,v4,1.0,0.3333333333333333,1.0,0.047619047619047616,1.0,2.0,1.0,0.3181818181818182,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:8,v5,1.0,0.3333333333333333,2.0,0.09523809523809523,2.0,2.0,0.5,0.3181818181818182,1.0,1.5,2.0,1
coloring,coloring-06,coloring-06:8,v6,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.3181818181818182,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:8,v9,3.0,1.0,2.0,0.09523809523809523,2.0,0.0,1.5,0.3181818181818182,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:8,v10,2.0,0.6666666666666666,3.0,0.14285714285714285,3.0,1.0,0.6666666666666666,0.3181818181818182,2.0,2.3333333333333335,3.0,0
coloring,coloring-06,coloring-06:8,v11,2.0,0.6666666666666666,2.0,0.09523809523809523,2.0,1.0,1.0,0.3181818181818182,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:8,v13,1.0,0.3333333333333333,1.0,0.047619047619047616,1.0,2.0,1.0,0.3181818181818182,1.0,1.0,1.0,0
coloring,coloring-06,coloring-06:8,v15,2.0,0.6666666666666666,2.0,0.09523809523809523,2.0,1.0,1.0,0.3181818181818182,2.0,2.5,3.0,0
coloring,coloring-06,coloring-06:8,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.3181818181818182,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:8,v20,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.3181818181818182,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:8,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.3181818181818182,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:9,v0,2.0,0.6666666666666666,2.0,0.09523809523809523,2.0,1.0,1.0,0.36363636363636365,1.0,1.5,2.0,0
coloring,coloring-06,coloring-06:9,v1,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.36363636363636365,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:9,v2,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.36363636363636365,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:9,v3,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.36363636363636365,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:9,v4,1.0,0.3333333333333333,1.0,0.047619047619047616,1.0,2.0,1.0,0.36363636363636365,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:9,v6,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.36363636363636365,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:9,v9,3.0,1.0,2.0,0.09523809523809523,2.0,0.0,1.5,0.36363636363636365,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:9,v10,2.0,0.6666666666666666,3.0,0.14285714285714285,3.0,1.0,0.6666666666666666,0.36363636363636365,2.0,2.3333333333333335,3.0,1
coloring,coloring-06,coloring-06:9,v11,2.0,0.6666666666666666,2.0,0.09523809523809523,2.0,1.0,1.0,0.36363636363636365,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:9,v13,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.36363636363636365,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:9,v15,2.0,0.6666666666666666,2.0,0.09523809523809523,2.0,1.0,1.0,0.36363636363636365,2.0,2.5,3.0,0
coloring,coloring-06,coloring-06:9,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.36363636363636365,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:9,v20,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.36363636363636365,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:9,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.36363636363636365,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:10,v0,1.0,0.3333333333333333,1.0,0.047619047619047616,1.0,2.0,1.0,0.4090909090909091,1.0,1.0,1.0,1
coloring,coloring-06,coloring-06:10,v1,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.4090909090909091,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:10,v2,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.4090909090909091,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:10,v3,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.4090909090909091,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:10,v4,1.0,0.3333333333333333,1.0,0.047619047619047616,1.0,2.0,1.0,0.4090909090909091,1.0,1.0,1.0,0
coloring,coloring-06,coloring-06:10,v6,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.4090909090909091,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:10,v9,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.4090909090909091,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:10,v11,2.0,0.6666666666666666,2.0,0.09523809523809523,2.0,1.0,1.0,0.4090909090909091,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:10,v13,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.4090909090909091,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:10,v15,2.0,0.6666666666666666,2.0,0.09523809523809523,2.0,1.0,1.0,0.4090909090909091,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:10,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.4090909090909091,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:10,v20,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.4090909090909091,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:10,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.4090909090909091,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:11,v1,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.45454545454545453,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:11,v2,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.45454545454545453,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:11,v3,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.45454545454545453,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:11,v4,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.45454545454545453,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:11,v6,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.45454545454545453,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:11,v9,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.45454545454545453,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:11,v11,2.0,0.6666666666666666,2.0,0.09523809523809523,2.0,1.0,1.0,0.45454545454545453,2.0,2.0,2.0,1
coloring,coloring-06,coloring-06:11,v13,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.45454545454545453,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:11,v15,2.0,0.6666666666666666,2.0,0.09523809523809523,2.0,1.0,1.0,0.45454545454545453,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:11,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.45454545454545453,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:11,v20,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.45454545454545453,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:11,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.45454545454545453,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:12,v1,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:12,v2,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:12,v3,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:12,v4,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:12,v6,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:12,v9,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.5,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:12,v13,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,1
coloring,coloring-06,coloring-06:12,v15,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.5,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:12,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:12,v20,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:12,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:13,v1,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.5454545454545454,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:13,v2,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.5454545454545454,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:13,v3,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.5454545454545454,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:13,v4,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.5454545454545454,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:13,v6,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.5454545454545454,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:13,v9,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.5454545454545454,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:13,v15,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.5454545454545454,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:13,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5454545454545454,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:13,v20,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.5454545454545454,0.0,0.0,0.0,1
coloring,coloring-06,coloring-06:13,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.5454545454545454,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:14,v1,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.5909090909090909,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:14,v2,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.5909090909090909,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:14,v3,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.5909090909090909,0.0,0.0,0.0,1
coloring,coloring-06,coloring-06:14,v4,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.5909090909090909,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:14,v6,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.5909090909090909,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:14,v9,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.5909090909090909,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:14,v15,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.5909090909090909,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:14,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5909090909090909,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:14,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.5909090909090909,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:15,v1,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.6363636363636364,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:15,v2,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.6363636363636364,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:15,v4,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.6363636363636364,0.0,0.0,0.0,1
coloring,coloring-06,coloring-06:15,v6,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.6363636363636364,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:15,v9,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.6363636363636364,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:15,v15,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.6363636363636364,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:15,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.6363636363636364,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:15,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.6363636363636364,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:16,v1,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.6818181818181818,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:16,v2,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.6818181818181818,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:16,v6,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.6818181818181818,0.0,0.0,0.0,1
coloring,coloring-06,coloring-06:16,v9,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.6818181818181818,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:16,v15,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.6818181818181818,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:16,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.6818181818181818,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:16,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.6818181818181818,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:17,v1,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.7272727272727273,0.0,0.0,0.0,1
coloring,coloring-06,coloring-06:17,v2,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.7272727272727273,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:17,v9,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.7272727272727273,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:17,v15,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.7272727272727273,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:17,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.7272727272727273,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:17,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.7272727272727273,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:18,v2,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.7727272727272727,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:18,v9,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.7727272727272727,2.0,2.0,2.0,0
coloring,coloring-06,coloring-06:18,v15,2.0,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,2.0,0.7727272727272727,2.0,2.0,2.0,1
coloring,coloring-06,coloring-06:18,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.7727272727272727,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:18,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.7727272727272727,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:19,v2,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.8181818181818182,0.0,0.0,0.0,1
coloring,coloring-06,coloring-06:19,v9,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.8181818181818182,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:19,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.8181818181818182,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:19,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.8181818181818182,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:20,v9,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.8636363636363636,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:20,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.8636363636363636,0.0,0.0,0.0,0
coloring,coloring-06,coloring-06:20,v21,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.8636363636363636,0.0,0.0,0.0,1
coloring,coloring-06,coloring-06:21,v9,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.9090909090909091,0.0,0.0,0.0,1
coloring,coloring-06,coloring-06:21,v16,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.9090909090909091,0.0,0.0,0.0,0
coloring,coloring-07,coloring-07:1,v0,4.0,1.0,4.0,0.18181818181818182,4.0,0.0,1.0,0.0,4.0,4.0,4.0,0
coloring,coloring-07,coloring-07:1,v1,4.0,1.0,9.0,0.4090909090909091,9.0,0.0,0.4444444444444444,0.0,4.0,4.0,4.0,0
coloring,coloring-07,coloring-07:1,v2,4.0,1.0,7.0,0.3181818181818182,7.0,0.0,0.5714285714285714,0.0,4.0,4.0,4.0,0
coloring,coloring-07,coloring-07:1,v3,4.0,1.0,6.0,0.2727272727272727,6.0,0.0,0.6666666666666666,0.0,4.0,4.0,4.0,0
coloring,coloring-07,coloring-07:1,v4,4.0,1.0,2.0,0.09090909090909091,2.0,0.0,2.0,0.0,4.0,4.0,4.0,0
coloring,coloring-07,coloring-07:1,v5,4.0,1.0,6.0,0.2727272727272727,6.0,0.0,0.6666666666666666,0.0,4.0,4.0,4.0,0
coloring,coloring-07,coloring-07:1,v6,4.0,1.0,5.0,0.22727272727272727,5.0,0.0,0.8,0.0,4.0,4.0,4.0,0
