family,instance_id,heuristic,solved,valid,nodes,seconds,inference_seconds,split,model_seed
coloring,coloring-04,learned_policy,True,True,20,0.1034603000007337,0.09672109998064116,leave_coloring_out,42
coloring,coloring-04,mrv,True,True,20,0.004831400001421571,0.0,leave_coloring_out,42
coloring,coloring-05,learned_policy,True,True,21,0.09498900000471622,0.08787450003728736,leave_coloring_out,42
coloring,coloring-05,mrv,True,True,21,0.0054751999996369705,0.0,leave_coloring_out,42
coloring,coloring-06,learned_policy,True,True,22,0.1371558999962872,0.1303681999561377,leave_coloring_out,42
coloring,coloring-06,mrv,True,True,22,0.004738299991004169,0.0,leave_coloring_out,42
coloring,coloring-07,learned_policy,True,True,23,0.11896920000435784,0.11026250002032612,leave_coloring_out,42
coloring,coloring-07,mrv,True,True,23,0.007183099995017983,0.0,leave_coloring_out,42
coloring,coloring-08,learned_policy,True,True,24,0.1172249999945052,0.10875859994848724,leave_coloring_out,42
coloring,coloring-08,mrv,True,True,27,0.008589099990786053,0.0,leave_coloring_out,42
coloring,coloring-09,learned_policy,True,True,25,0.12193690000276547,0.11171750002540648,leave_coloring_out,42
coloring,coloring-09,mrv,True,True,25,0.01087790000019595,0.0,leave_coloring_out,42
coloring,coloring-10,learned_policy,True,True,28,0.16781060000357684,0.15654740000900347,leave_coloring_out,42
coloring,coloring-10,mrv,True,True,26,0.008948699993197806,0.0,leave_coloring_out,42
coloring,coloring-11,learned_policy,True,True,27,0.1273358000034932,0.11550100002205,leave_coloring_out,42
coloring,coloring-11,mrv,True,True,27,0.033777399992686696,0.0,leave_coloring_out,42
coloring,coloring-00,learned_policy,True,True,16,0.073467400012305,0.0706500000669621,leave_coloring_out,71
coloring,coloring-00,mrv,True,True,16,0.0025206999998772517,0.0,leave_coloring_out,71
coloring,coloring-01,learned_policy,True,True,17,0.12166819999401923,0.11719859999720939,leave_coloring_out,71
coloring,coloring-01,mrv,True,True,17,0.0030854999931761995,0.0,leave_coloring_out,71
coloring,coloring-02,learned_policy,True,True,18,0.08683620000374503,0.08141860004980117,leave_coloring_out,71
coloring,coloring-02,mrv,True,True,18,0.003904199998942204,0.0,leave_coloring_out,71
coloring,coloring-03,learned_policy,True,True,19,0.09218910000345204,0.08526780000829604,leave_coloring_out,71
coloring,coloring-03,mrv,True,True,19,0.005270800000289455,0.0,leave_coloring_out,71
coloring,coloring-04,learned_policy,True,True,20,0.1054223999963142,0.09851000001071952,leave_coloring_out,71
coloring,coloring-04,mrv,True,True,20,0.004831400001421571,0.0,leave_coloring_out,71
coloring,coloring-05,learned_policy,True,True,21,0.12365979999594856,0.11609369999496266,leave_coloring_out,71
coloring,coloring-05,mrv,True,True,21,0.0054751999996369705,0.0,leave_coloring_out,71
coloring,coloring-06,learned_policy,True,True,22,0.11408729999675415,0.10763679997762665,leave_coloring_out,71
coloring,coloring-06,mrv,True,True,22,0.004738299991004169,0.0,leave_coloring_out,71
coloring,coloring-07,learned_policy,True,True,23,0.10454739999840967,0.09584809999796562,leave_coloring_out,71
coloring,coloring-07,mrv,True,True,23,0.007183099995017983,0.0,leave_coloring_out,71
coloring,coloring-08,learned_policy,True,True,24,0.12877609999850392,0.11989879995235242,leave_coloring_out,71
coloring,coloring-08,mrv,True,True,27,0.008589099990786053,0.0,leave_coloring_out,71
coloring,coloring-09,learned_policy,True,True,25,0.11658870000974275,0.10678289996576495,leave_coloring_out,71
coloring,coloring-09,mrv,True,True,25,0.01087790000019595,0.0,leave_coloring_out,71
coloring,coloring-10,learned_policy,True,True,28,0.1297060000069905,0.11887080004089512,leave_coloring_out,71
coloring,coloring-10,mrv,True,True,26,0.008948699993197806,0.0,leave_coloring_out,71
coloring,coloring-11,learned_policy,True,True,27,0.12361359999340493,0.1120299000031082,leave_coloring_out,71
coloring,coloring-11,mrv,True,True,27,0.033777399992686696,0.0,leave_coloring_out,71
coloring,coloring-00,learned_policy,True,True,16,0.099052000005031,0.09608870002557524,leave_coloring_out,101
coloring,coloring-00,mrv,True,True,16,0.0025206999998772517,0.0,leave_coloring_out,101
coloring,coloring-01,learned_policy,True,True,17,0.06425269998726435,0.06082390001392923,leave_coloring_out,101
coloring,coloring-01,mrv,True,True,17,0.0030854999931761995,0.0,leave_coloring_out,101
coloring,coloring-02,learned_policy,True,True,18,0.07864399999380112,0.07413999999698717,leave_coloring_out,101
coloring,coloring-02,mrv,True,True,18,0.003904199998942204,0.0,leave_coloring_out,101
coloring,coloring-03,learned_policy,True,True,19,0.13150059999316,0.12413280004693661,leave_coloring_out,101
coloring,coloring-03,mrv,True,True,19,0.005270800000289455,0.0,leave_coloring_out,101
coloring,coloring-04,learned_policy,True,True,20,0.08254740000120364,0.07529120001709089,leave_coloring_out,101
coloring,coloring-04,mrv,True,True,20,0.004831400001421571,0.0,leave_coloring_out,101
coloring,coloring-05,learned_policy,True,True,21,0.10273729999607895,0.09571090001554694,leave_coloring_out,101
coloring,coloring-05,mrv,True,True,21,0.0054751999996369705,0.0,leave_coloring_out,101
coloring,coloring-06,learned_policy,True,True,22,0.08578319998923689,0.07951749999483582,leave_coloring_out,101
coloring,coloring-06,mrv,True,True,22,0.004738299991004169,0.0,leave_coloring_out,101
coloring,coloring-07,learned_policy,True,True,23,0.10893440000654664,0.10047720003058203,leave_coloring_out,101
coloring,coloring-07,mrv,True,True,23,0.007183099995017983,0.0,leave_coloring_out,101
coloring,coloring-08,learned_policy,True,True,24,0.11075400000845548,0.10231519998342264,leave_coloring_out,101
coloring,coloring-08,mrv,True,True,27,0.008589099990786053,0.0,leave_coloring_out,101
coloring,coloring-09,learned_policy,True,True,25,0.12193380000826437,0.1115752999758115,leave_coloring_out,101
coloring,coloring-09,mrv,True,True,25,0.01087790000019595,0.0,leave_coloring_out,101
coloring,coloring-10,learned_policy,True,True,28,0.1277773000037996,0.11690300003101584,leave_coloring_out,101
coloring,coloring-10,mrv,True,True,26,0.008948699993197806,0.0,leave_coloring_out,101
coloring,coloring-11,learned_policy,True,True,27,0.1324093000002904,0.12107100001594517,leave_coloring_out,101
coloring,coloring-11,mrv,True,True,27,0.033777399992686696,0.0,leave_coloring_out,101
latin,latin-00,learned_policy,True,True,16,0.08914100000401959,0.0841373000148451,leave_latin_out,11
latin,latin-00,mrv,True,True,16,0.014081000001169741,0.0,leave_latin_out,11
latin,latin-01,learned_policy,True,True,25,0.17341059999307618,0.15934259997447953,leave_latin_out,11
latin,latin-01,mrv,True,True,25,0.009356599999591708,0.0,leave_latin_out,11
latin,latin-02,learned_policy,True,True,36,0.2788635999895632,0.25327610001841094,leave_latin_out,11
latin,latin-02,mrv,True,True,36,0.023058599996147677,0.0,leave_latin_out,11
latin,latin-03,learned_policy,True,True,49,0.3312473999976646,0.2829449000128079,leave_latin_out,11
latin,latin-03,mrv,True,True,49,0.04857369999808725,0.0,leave_latin_out,11
latin,latin-04,learned_policy,True,True,16,0.10574250000354368,0.10063829997670837,leave_latin_out,11
latin,latin-04,mrv,True,True,16,0.007323300000280142,0.0,leave_latin_out,11
latin,latin-05,learned_policy,True,True,25,0.145108299999265,0.13319979996595066,leave_latin_out,11
latin,latin-05,mrv,True,True,25,0.01148399998783134,0.0,leave_latin_out,11
latin,latin-06,learned_policy,True,True,36,0.1768521000049077,0.153888100059703,leave_latin_out,11
latin,latin-06,mrv,True,True,36,0.022761300002457574,0.0,leave_latin_out,11
latin,latin-07,learned_policy,True,True,49,0.4523044999950798,0.403316999974777,leave_latin_out,11
latin,latin-07,mrv,True,True,49,0.04310029999760445,0.0,leave_latin_out,11
latin,latin-08,learned_policy,True,True,16,0.08241209998959675,0.07749469998816494,leave_latin_out,11
latin,latin-08,mrv,True,True,16,0.0043769000039901584,0.0,leave_latin_out,11
latin,latin-09,learned_policy,True,True,25,0.12068859999999404,0.10961719998158514,leave_latin_out,11
latin,latin-09,mrv,True,True,25,0.016046600008849055,0.0,leave_latin_out,11
latin,latin-10,learned_policy,True,True,36,0.17411619999620598,0.15189310001733247,leave_latin_out,11
latin,latin-10,mrv,True,True,36,0.034466500001144595,0.0,leave_latin_out,11
latin,latin-11,learned_policy,True,True,49,0.3376318000082392,0.29179809997731354,leave_latin_out,11
latin,latin-11,mrv,True,True,49,0.06572490000689868,0.0,leave_latin_out,11
latin,latin-00,learned_policy,True,True,16,0.0752887999988161,0.07044950000999961,leave_latin_out,23
latin,latin-00,mrv,True,True,16,0.014081000001169741,0.0,leave_latin_out,23
latin,latin-01,learned_policy,True,True,25,0.12355250000837259,0.11172989998885896,leave_latin_out,23
latin,latin-01,mrv,True,True,25,0.009356599999591708,0.0,leave_latin_out,23
latin,latin-02,learned_policy,True,True,36,0.17150120000587776,0.14899540005717427,leave_latin_out,23
latin,latin-02,mrv,True,True,36,0.023058599996147677,0.0,leave_latin_out,23
latin,latin-03,learned_policy,True,True,49,0.2299765999923693,0.1874048000172479,leave_latin_out,23
latin,latin-03,mrv,True,True,49,0.04857369999808725,0.0,leave_latin_out,23
latin,latin-04,learned_policy,True,True,16,0.06468370000948198,0.05997919997025747,leave_latin_out,23
latin,latin-04,mrv,True,True,16,0.007323300000280142,0.0,leave_latin_out,23
latin,latin-05,learned_policy,True,True,25,0.10262330000114162,0.09190390002913773,leave_latin_out,23
latin,latin-05,mrv,True,True,25,0.01148399998783134,0.0,leave_latin_out,23
latin,latin-06,learned_policy,True,True,36,0.16278299999248702,0.14009760001499671,leave_latin_out,23
latin,latin-06,mrv,True,True,36,0.022761300002457574,0.0,leave_latin_out,23
latin,latin-07,learned_policy,True,True,49,0.2585951999935787,0.21599009998317342,leave_latin_out,23
latin,latin-07,mrv,True,True,49,0.04310029999760445,0.0,leave_latin_out,23
latin,latin-08,learned_policy,True,True,16,0.13395149999996647,0.12853950000135228,leave_latin_out,23
latin,latin-08,mrv,True,True,16,0.0043769000039901584,0.0,leave_latin_out,23
latin,latin-09,learned_policy,True,True,25,0.1751310999970883,0.16308730001037475,leave_latin_out,23
latin,latin-09,mrv,True,True,25,0.016046600008849055,0.0,leave_latin_out,23
latin,latin-10,learned_policy,True,True,36,0.24022669999976642,0.213832800014643,leave_latin_out,23
latin,latin-10,mrv,True,True,36,0.034466500001144595,0.0,leave_latin_out,23
latin,latin-11,learned_policy,True,True,49,0.41330320000997745,0.3657064999570139,leave_latin_out,23
latin,latin-11,mrv,True,True,49,0.06572490000689868,0.0,leave_latin_out,23
latin,latin-00,learned_policy,True,True,16,0.0803139000054216,0.07525329999043606,leave_latin_out,42
latin,latin-00,mrv,True,True,16,0.014081000001169741,0.0,leave_latin_out,42
latin,latin-01,learned_policy,True,True,25,0.12274319998687133,0.11094430001685396,leave_latin_out,42
latin,latin-01,mrv,True,True,25,0.009356599999591708,0.0,leave_latin_out,42
latin,latin-02,learned_policy,True,True,36,0.5011999999987893,0.47556160000385717,leave_latin_out,42
latin,latin-02,mrv,True,True,36,0.023058599996147677,0.0,leave_latin_out,42
latin,latin-03,learned_policy,True,True,49,0.4913721000048099,0.4436862999864388,leave_latin_out,42
latin,latin-03,mrv,True,True,49,0.04857369999808725,0.0,leave_latin_out,42
latin,latin-04,learned_policy,True,True,16,0.07972910000535194,0.07483040002989583,leave_latin_out,42
latin,latin-04,mrv,True,True,16,0.007323300000280142,0.0,leave_latin_out,42
latin,latin-05,learned_policy,True,True,25,0.10328229999868199,0.09246010000060778,leave_latin_out,42
latin,latin-05,mrv,True,True,25,0.01148399998783134,0.0,leave_latin_out,42
latin,latin-06,learned_policy,True,True,36,0.15455969999311492,0.13306779999402352,leave_latin_out,42
latin,latin-06,mrv,True,True,36,0.022761300002457574,0.0,leave_latin_out,42
latin,latin-07,learned_policy,True,True,49,0.21628300000156742,0.17579750005097594,leave_latin_out,42
latin,latin-07,mrv,True,True,49,0.04310029999760445,0.0,leave_latin_out,42
latin,latin-08,learned_policy,True,True,16,0.07399370000348426,0.06893130001844838,leave_latin_out,42
latin,latin-08,mrv,True,True,16,0.0043769000039901584,0.0,leave_latin_out,42
latin,latin-09,learned_policy,True,True,25,0.30267480001202784,0.2911737999529578,leave_latin_out,42
latin,latin-09,mrv,True,True,25,0.016046600008849055,0.0,leave_latin_out,42
latin,latin-10,learned_policy,True,True,36,0.15186710000853054,0.13062180000997614,leave_latin_out,42
latin,latin-10,mrv,True,True,36,0.034466500001144595,0.0,leave_latin_out,42
latin,latin-11,learned_policy,True,True,49,0.3314014000061434,0.2859692999336403,leave_latin_out,42
latin,latin-11,mrv,True,True,49,0.06572490000689868,0.0,leave_latin_out,42
latin,latin-00,learned_policy,True,True,16,0.07994359999429435,0.074828900033026,leave_latin_out,71
latin,latin-00,mrv,True,True,16,0.014081000001169741,0.0,leave_latin_out,71
latin,latin-01,learned_policy,True,True,25,0.11166229999798816,0.10018049999780487,leave_latin_out,71
latin,latin-01,mrv,True,True,25,0.009356599999591708,0.0,leave_latin_out,71
latin,latin-02,learned_policy,True,True,36,0.1761450999911176,0.1536449999694014,leave_latin_out,71
latin,latin-02,mrv,True,True,36,0.023058599996147677,0.0,leave_latin_out,71
latin,latin-03,learned_policy,True,True,49,0.2562458000029437,0.21358699994743802,leave_latin_out,71
latin,latin-03,mrv,True,True,49,0.04857369999808725,0.0,leave_latin_out,71
latin,latin-04,learned_policy,True,True,16,0.07442630000878125,0.06945440001436509,leave_latin_out,71
latin,latin-04,mrv,True,True,16,0.007323300000280142,0.0,leave_latin_out,71
latin,latin-05,learned_policy,True,True,25,0.11025869999139104,0.09956350002903491,leave_latin_out,71
latin,latin-05,mrv,True,True,25,0.01148399998783134,0.0,leave_latin_out,71
latin,latin-06,learned_policy,True,True,36,0.1809227999910945,0.15793989996018354,leave_latin_out,71
latin,latin-06,mrv,True,True,36,0.022761300002457574,0.0,leave_latin_out,71
latin,latin-07,learned_policy,True,True,49,0.2573759000079008,0.21623799996450543,leave_latin_out,71
latin,latin-07,mrv,True,True,49,0.04310029999760445,0.0,leave_latin_out,71
latin,latin-08,learned_policy,True,True,16,0.10166430000390392,0.09348969999700785,leave_latin_out,71
latin,latin-08,mrv,True,True,16,0.0043769000039901584,0.0,leave_latin_out,71
latin,latin-09,learned_policy,True,True,25,0.11358669999754056,0.10244919994147494,leave_latin_out,71
latin,latin-09,mrv,True,True,25,0.016046600008849055,0.0,leave_latin_out,71
latin,latin-10,learned_policy,True,True,36,0.2258949999959441,0.20102629999746569,leave_latin_out,71
latin,latin-10,mrv,True,True,36,0.034466500001144595,0.0,leave_latin_out,71
latin,latin-11,learned_policy,True,True,49,0.3778176000050735,0.32627920001687016,leave_latin_out,71
latin,latin-11,mrv,True,True,49,0.06572490000689868,0.0,leave_latin_out,71
latin,latin-00,learned_policy,True,True,16,0.0910880999872461,0.08596299997589085,leave_latin_out,101
latin,latin-00,mrv,True,True,16,0.014081000001169741,0.0,leave_latin_out,101
latin,latin-01,learned_policy,True,True,25,0.11143570000422187,0.0998107000195887,leave_latin_out,101
latin,latin-01,mrv,True,True,25,0.009356599999591708,0.0,leave_latin_out,101
latin,latin-02,learned_policy,True,True,36,0.17821090000506956,0.1557693999784533,leave_latin_out,101
latin,latin-02,mrv,True,True,36,0.023058599996147677,0.0,leave_latin_out,101
latin,latin-03,learned_policy,True,True,49,0.2888037999946391,0.2449707000196213,leave_latin_out,101
latin,latin-03,mrv,True,True,49,0.04857369999808725,0.0,leave_latin_out,101
latin,latin-04,learned_policy,True,True,16,0.07659569999668747,0.0714408000203548,leave_latin_out,101
latin,latin-04,mrv,True,True,16,0.007323300000280142,0.0,leave_latin_out,101
latin,latin-05,learned_policy,True,True,25,0.1714265000045998,0.16030679998220876,leave_latin_out,101
latin,latin-05,mrv,True,True,25,0.01148399998783134,0.0,leave_latin_out,101
latin,latin-06,learned_policy,True,True,36,0.2226407999987714,0.19780780005385168,leave_latin_out,101
latin,latin-06,mrv,True,True,36,0.022761300002457574,0.0,leave_latin_out,101
latin,latin-07,learned_policy,True,True,49,0.3081891000038013,0.266181599945412,leave_latin_out,101
latin,latin-07,mrv,True,True,49,0.04310029999760445,0.0,leave_latin_out,101
latin,latin-08,learned_policy,True,True,16,0.06267010000010487,0.057899700026609935,leave_latin_out,101
latin,latin-08,mrv,True,True,16,0.0043769000039901584,0.0,leave_latin_out,101
latin,latin-09,learned_policy,True,True,25,0.11370590000296943,0.10265580003033392,leave_latin_out,101
latin,latin-09,mrv,True,True,25,0.016046600008849055,0.0,leave_latin_out,101
latin,latin-10,learned_policy,True,True,36,0.18860269998549484,0.16593670002475847,leave_latin_out,101
latin,latin-10,mrv,True,True,36,0.034466500001144595,0.0,leave_latin_out,101
latin,latin-11,learned_policy,True,True,49,0.25050029999692924,0.20529950002674013,leave_latin_out,101
latin,latin-11,mrv,True,True,49,0.06572490000689868,0.0,leave_latin_out,101
